altitud,tmed,prec,tmin,tmax,dir,velmedia,racha,presMax,presMin
513,"22,0","0,0","11,0","32,9",22,"2,8","7,2","963,1","960,8"
2,"25,8","0,0","21,5","30,1",10,"4,4","11,1","1020,1","1017,9"
690,"23,6","0,0","15,6","31,5",08,"1,4","5,3","945,0","942,6"
575,"21,0","0,0","11,4","30,6",99,"1,4","6,4",,
28,"25,6","0,0","15,4","35,7",,,,,
240,"19,6","0,0","16,1","23,1",23,"1,9","10,6",,
1005,"18,1","0,0","6,6","29,6",21,"1,7","9,2",,
1004,"23,0","0,0","19,4","26,7",14,"0,8","4,7","911,2","910,0"
8,"24,1","0,0","18,1","30,1",24,"3,6","9,7","1022,9","1021,4"
90,"26,2","0,0","15,4","37,0",99,"1,4","7,2","1010,9","1007,3"
677,"20,7",,"10,5","30,9",23,"0,6","5,6",,
255,"20,2","0,0","15,7","24,7",21,"3,3","9,7","993,6","988,0"
87,"26,3","0,0","16,0","36,6",25,"0,6","6,4","1010,9","1007,7"
75,"23,6","0,0","14,8","32,3",17,"1,9","7,8","1014,9","1012,3"
381,"25,3","0,0","15,2","35,4",25,"2,8","8,3","978,1","975,7"
408,"25,8","0,0","20,5","31,2",15,"1,9","9,2","974,6","972,2"
55,,"0,0",,,32,"3,1","8,9",,
3,,"0,0",,,02,"1,9","3,9","1022,8","1020,2"
313,"24,8","0,0","16,3","33,2",08,"1,9","6,4","985,5","983,1"
21,"25,2","0,0","17,4","32,9",99,"2,5","12,2","1018,0","1015,8"
91,"22,8","0,0","19,5","26,0",16,"3,1","10,3","1014,1","1012,5"
4,"23,1","0,0","19,9","26,3",14,"3,1","7,2","1023,9","1021,6"
250,"24,8","0,0","17,8","31,7",18,"8,9","17,2","992,9","987,4"
26,"25,0","0,0","19,3","30,8",11,"1,9","8,9","1019,5","1017,7"
420,"25,7","0,0","19,4","32,0",28,"1,1","10,0","973,3","968,2"
1161,"22,0","0,0","13,2","30,9",07,"0,6","5,0",,
62,"24,9","0,0","20,9","28,9",99,"1,4","3,6","1010,9","1009,1"
763,"21,6","0,0","13,7","29,5",13,"1,1","5,3","936,4","934,0"
6,,"0,0",,,06,"2,5","8,6",,
1798,"18,9","0,0","14,5","23,3",15,"6,7","15,6","831,4","829,7"
902,"21,7","0,0","10,2","33,2",99,"1,1","6,7","922,4","919,1"
312,"23,6","0,0","15,0","32,3",22,"0,3","5,3",,
3,"25,3",Ip,"15,5","35,1",30,"3,9","10,8","1022,8","1015,9"
700,"24,2","0,0","14,8","33,5",04,"0,8","5,6","942,9","940,7"
100,"19,4","0,0","17,3","21,4",28,"1,7","9,7",,
1008,"23,4","0,0","16,9","29,9",23,"2,8","9,2","910,3","908,1"
540,"22,4","0,0","11,3","33,4",10,"0,6","5,6",,
775,"23,2","0,0","13,4","33,0",21,"1,9","10,3","934,2","931,4"
32,"25,4","0,0","23,7","27,0",99,"4,7","10,8","1015,3","1012,8"
24,"27,4","0,0","23,0","31,7",03,"8,6","13,9","1013,4","1010,5"
891,"20,6","0,0","9,6","31,5",99,"3,1","11,1","922,1","919,5"
408,"22,8","0,0","18,7","27,0",,,,,
728,"22,2","0,0","13,2","31,1",,,,"940,7","938,3"
334,"21,8","1,8","17,7","26,0",,,,"984,0","978,4"
202,"24,5","0,0","12,2","36,8",08,"0,6","4,4","998,7","995,1"
1532,"19,6","0,0","16,2","23,1",12,"3,6","7,5","857,5","855,6"
913,"23,0","0,0","15,8","30,1",99,"1,7","5,8","920,6","918,1"
1030,"18,6","0,0","9,6","27,6",14,"0,8","4,7","911,2","909,0"
550,"24,1","0,0","14,2","34,0",99,"0,6","7,5","959,0","957,2"
884,"21,3","0,0","10,2","32,4",10,"1,4","8,6","924,3","921,0"
674,"23,0","0,0","14,1","31,9",22,"0,6","8,1","948,0","945,8"
370,"18,7","0,1","15,2","22,2",22,"4,7","11,7","981,2","975,2"
880,"23,2","0,0","15,2","31,3",15,"3,3","7,5","924,3","922,0"
655,"27,4","0,0","20,5","34,4",17,"5,6","14,7","948,1","945,7"
790,"21,2","0,0","10,9","31,6",22,"0,8","4,7","933,4","930,4"
415,"27,8","0,0","21,4","34,1",08,"1,4","7,5",,
6,"23,0","0,0","20,0","25,9",99,"2,8","5,0",,
758,"20,9","0,0","11,6","30,2",15,"1,9","8,3","938,4","935,7"
1030,"21,4","0,0","17,3","25,4",11,"1,9","7,5",,
664,,"0,0",,,21,"0,3","3,9",,
230,"19,2","0,6","16,8","21,6",20,"5,3","15,3","996,6","990,2"
27,"25,0","0,0","13,6","36,3",19,"1,4","7,2","1017,8","1014,8"
656,"23,4","0,0","13,7","33,1",25,"1,4","7,5","947,2","944,1"
917,"25,8","0,0","20,9","30,7",99,"0,6","4,7",,
1960,"18,5","0,0","14,7","22,3",16,"4,2","12,5","814,4","812,7"
93,"26,6","0,0","18,5","34,7",26,"5,6","19,4",,
57,"26,2","0,0","23,7","28,7",17,"3,3","6,7",,
300,"23,2","0,0","15,3","31,1",,,,"988,9","985,7"
734,"23,6","0,0","13,9","33,3",24,"1,4","7,5","938,9","935,6"
6,"22,5","0,0","16,6","28,4",99,"2,2","5,8","1021,5","1019,8"
790,"21,0","0,0","8,0","34,1",23,"3,3","10,8","932,7","930,0"
1081,"20,4","0,0","10,3","30,5",22,"1,7","8,6","902,5","900,3"
81,"23,2","0,0","16,5","29,9",14,"1,7","5,6","1014,0","1012,3"
4,"22,4","0,0","16,0","28,8",99,"3,3","6,7","1023,1","1021,4"
26,"19,2",,"15,0","23,5",35,"1,4","7,2","1019,7","1013,1"
119,"26,4","0,0","17,6","35,3",,,,"1009,6","1002,4"
50,"19,6","0,8","16,9","22,4",20,"6,4","13,6",,
265,,"0,0",,"32,5",13,,"8,6",,
295,"23,9","0,0","16,7","31,1",09,"4,2","10,8","987,9","984,1"
1130,"21,6","0,0","13,5","29,7",14,"2,2","8,3","897,2","895,2"
626,"23,2","0,0","13,1","33,2",29,"0,8","4,2","951,6","949,0"
1699,"18,3","0,0","11,5","25,1",20,"1,9","8,9","840,7","838,9"
609,"21,9","0,0","12,3","31,5",21,"0,8","6,1","956,8","953,8"
11,"23,8","0,0","19,0","28,5",,,,,
760,"26,2","0,0","17,6","34,8",10,"1,9","6,9",,
15,"25,6","0,0","22,4","28,8",,,,"1016,2","1013,4"
442,"20,7","0,0","13,4","28,0",23,"1,9","9,4","972,0","966,5"
43,"23,4","0,0","17,9","28,9",11,"1,9","7,2","1019,8","1018,1"
949,"22,4","0,0","12,7","32,0",15,"1,1","5,8","917,0","915,1"
532,"22,2","0,0","12,5","32,0",30,"1,1","8,9","960,1","955,2"
34,"26,7","0,0","16,9","36,5",99,"2,5","6,7","1017,0","1014,1"
2369,"18,4","0,0","15,1","21,8",09,"3,3","9,7","777,2","775,4"
692,,"0,0",,,15,"1,1","6,4","939,0","938,8"
1530,"17,3","0,0","10,7","23,9",14,"4,4","20,3","856,2","854,0"
394,"26,4","0,0","18,1","34,6",99,"2,2","6,9","976,5","974,2"
113,"20,2","0,0","14,8","25,7",22,"1,9","9,4","1009,8","1004,0"
667,"23,2",,"17,4","29,0",03,"1,4","5,6","947,2","944,7"
1510,"17,0",,"10,1","23,8",18,"3,6","12,8","858,2","856,0"
185,"24,6","0,0","14,7","34,5",30,"1,1","5,3","999,0","996,4"
6,"22,9","0,0","16,8","29,0",14,"3,9","7,8","1022,5","1020,0"
567,"23,6","0,0","11,9","35,4",17,"2,5","7,2","958,0","954,4"
87,"23,6","0,0","21,5","25,6",10,"2,8","6,9","1012,4","1010,2"
208,"25,2","0,0","15,1","35,2",,,,"998,7","991,3"
769,"23,0",,"15,2","30,9",24,"3,1","12,2","935,2","932,7"
115,"25,2","0,0","20,1","30,3",07,"3,9","7,5","1005,5","1002,6"
410,"27,0","0,0","17,2","36,9",99,"1,4","8,3","975,5","973,4"
808,"25,5","0,0","17,9","33,1",12,"1,7","8,6","931,9","929,5"
582,"19,3","0,0","11,9","26,7",04,"3,9","11,7","959,4","955,1"
17,"23,5","0,0","20,0","27,0",09,"2,8","7,2","1023,5","1019,8"
88,"24,0","0,0","17,2","30,8",99,"1,7","6,4","1016,2","1011,5"
715,"19,0","0,0","11,2","26,8",06,"1,9","8,1","944,9","940,6"
874,"18,9","0,0","11,7","26,1",06,"3,3","11,7",,
43,"23,4","0,0","19,2","27,7",11,"1,9","5,8","1021,4","1016,8"
25,"26,0","0,0","22,4","29,6",03,"7,2","11,4","1016,2","1012,8"
1893,"19,5","0,0","15,3","23,7",22,"3,1","8,3","823,6","821,2"
870,"14,5","0,0","8,3","20,7",08,"1,1","6,9","930,2","924,5"
1220,"19,8","0,0","15,5","24,2",,,,,
334,"21,5","0,0","15,2","27,8",26,"1,4","6,4",,
273,"27,1","0,0","19,0","35,2",23,"0,8","3,9","991,6","988,9"
98,"18,6","0,0","15,8","21,5",02,"3,6","9,7","1016,4","1011,7"
127,"18,2","2,6","16,9","19,4",99,"3,1","9,7","1014,6","1007,9"
71,"22,8","0,0","17,6","27,9",15,"3,1","7,8","1017,9","1013,3"
632,"26,1","0,0","20,6","31,6",10,"3,6","9,2","950,6","948,1"
249,"24,3","0,0","19,9","28,7",31,"4,4","12,2","996,8","991,4"
36,"25,8","0,0","23,2","28,4",07,"2,5","6,9","1015,2","1012,1"
3,"21,0","0,0","15,6","26,4",99,"1,7","5,0","1024,3","1021,0"
15,"21,8","0,0","16,5","27,2",06,"2,2","7,2","1024,6","1020,6"
28,"27,9","0,0","21,7","34,1",07,"1,9","10,8","1018,9","1016,3"
1140,"15,6","0,0","9,8","21,5",31,"1,4","9,2","899,8","894,6"
513,"23,8","0,0","14,1","33,4",09,"1,1","4,7","964,6","962,2"
580,"18,7","0,0","12,2","25,2",03,"1,9","10,6","963,0","956,7"
143,"21,8","0,0","14,4","29,3",03,"2,5","8,3","1010,5","1005,9"
607,"21,6","0,0","11,8","31,5",01,"1,4","6,7","954,1","950,8"
32,"23,3","0,0","21,5","25,1",08,"9,4","18,1",,
50,"25,0","0,0","19,0","30,9",16,"1,9","6,7","1020,8","1016,1"
40,"18,3","0,9","16,6","20,0",08,"2,2","10,0",,
1131,"19,4","0,0","10,2","28,7",02,"2,2","8,6","901,1","896,9"
8,,"0,0",,,05,"1,4","3,6","1023,4","1020,7"
770,"25,6",,"17,9","33,3",,,,"936,8","934,9"
10,"19,2","0,2","18,1","20,4",08,"1,4","10,8","1028,9","1021,2"
62,"24,9","0,0","17,8","32,0",04,"2,2","7,5","1018,6","1014,4"
186,"22,8","0,0","17,5","28,0",23,"1,9","5,8","1003,2","998,9"
690,"22,4","0,0","12,1","32,7",09,"1,1","11,1","945,0","942,8"
372,"23,4","0,0","13,5","33,3",11,"0,6","5,8",,
291,"22,5","0,0","16,0","29,0",24,"2,2","9,7","993,0","988,9"
992,"19,0","0,0","10,0","28,0",11,"1,1","8,3","914,8","910,9"
130,"26,6","0,0","16,8","36,4",19,"1,1","5,3","1008,2","1005,1"
54,"22,8","0,0","17,7","27,9",10,"2,5","6,4","1018,3","1015,7"
25,"24,8","0,0","22,3","27,4",25,"2,2","8,1","1014,9","1011,5"
720,"16,5","0,0","8,2","24,8",06,"0,8","8,3",,
186,,"0,0",,,10,"3,9","10,6",,
605,"22,6","0,0","14,3","30,8",11,"1,7","5,8","957,4","953,6"
74,"23,2",,"18,4","28,0",14,"0,8","5,3",,
45,"20,4","8,7","18,7","22,2",06,"0,8","8,1",,
5,"19,6","6,4","18,4","20,9",,,,"1029,2","1022,2"
650,"26,8","0,0","20,3","33,2",33,"0,8","6,4",,
8,,"0,0",,,24,"0,8","3,9","1024,1","1020,6"
840,"17,4","0,0","11,9","22,9",28,"1,4","7,2","930,9","928,5"
400,"19,0","0,0","12,7","25,3",04,"0,3","5,8",,
466,"20,7","0,0","14,3","27,1",34,"1,9","7,2","973,1","968,0"
14,"29,6","0,0","23,5","35,8",33,"5,0","14,4","1017,1","1013,7"
1080,"17,6","0,0","6,9","28,4",28,"1,7","7,2","905,3","902,2"
687,"23,6","0,0","13,6","33,5",32,"3,3","7,2","945,0","942,7"
779,"20,2","0,0","13,8","26,7",04,"1,9","8,3","938,2","934,4"
531,"23,2","0,0","11,8","34,7",,,,,
643,"21,7","0,0","12,4","31,0",08,"1,9","6,7","952,6","949,4"
862,"26,4","0,0","18,7","34,0",10,"2,5","7,5","927,3","925,0"
1480,"9,5","8,9","8,0","11,0",33,"1,7","7,5",,
52,"19,2","8,9","18,2","20,2",09,"1,9","8,6","1022,9","1015,6"
21,"23,9","0,0","20,5","27,3",32,"3,1","7,2","1022,5","1018,9"
4,"22,0",Ip,"19,1","24,8",03,"3,1","7,8","1029,3","1022,2"
183,"19,9","0,0","15,1","24,7",99,"0,0","6,1",,
1450,"19,6","0,0","13,5","25,6",26,"0,6","6,1",,
19,"23,4","0,0","20,0","26,9",08,"2,5","5,8","1023,3","1020,7"
675,"20,6",,"14,4","26,7",,,,,
12,"23,0","0,0","18,9","27,2",10,"2,2","8,1",,
804,"24,4","0,0","15,6","33,1",23,"1,4","5,8",,
38,"19,6","10,8","17,5","21,6",30,"1,1","7,8","1025,6","1017,7"
52,"23,6","0,0","20,7","26,6",05,"2,2","6,4","1018,0","1015,0"
15,,"0,0",,,32,"1,4","5,3","1016,9","1014,2"
10,"28,7",,"24,0","33,4",26,"2,2","7,8",,
60,"18,8","0,0","17,5","20,2",04,"4,2","15,0","1021,8","1015,5"
447,"24,6","0,0","14,3","34,8",26,"1,1","4,7","972,3","969,6"
228,"24,6","0,0","14,1","35,2",23,"0,8","5,0",,
459,"19,4","0,0","14,1","24,8",31,"3,9","11,4","975,7","969,9"
146,"20,8","0,0","14,8","26,7",06,"0,8","5,8",,
546,"22,2","0,0","16,2","28,1",11,"1,4","6,7","962,8","958,5"
51,"19,2","8,9","18,0","20,5",99,"2,5","10,0","1023,3","1015,8"
1025,"20,3","0,0","14,3","26,3",26,"2,5","7,8","911,2","907,0"
444,"24,2","0,0","16,5","32,0",99,"1,9","6,1","972,2","969,9"
680,"20,2","0,0","10,7","29,7",30,"1,7","8,1","947,0","944,9"
17,"24,0","0,0","20,0","28,1",99,"1,1","5,0",,
580,"26,4","0,0","20,0","32,9",99,"1,7","6,7","958,1","955,6"
18,"25,8","0,0","17,8","33,9",18,"2,8","6,4","1020,6","1018,0"
33,"25,4","0,0","23,0","27,8",02,"5,3","9,7","1014,6","1012,4"
353,"20,0","0,0","14,9","25,0",36,"1,9","6,1","986,3","979,4"
42,"20,0","2,7","16,8","23,1",30,"2,8","8,3","1026,0","1018,8"
727,"22,5","0,0","13,9","31,1",24,"1,1","4,7","941,4","938,9"
572,"27,4","0,0","19,6","35,1",35,"2,2","8,6","958,1","955,5"
662,"22,0","0,0","11,3","32,7",08,"1,1","6,7","948,8","946,6"
640,"21,5","0,0","10,8","32,2",04,"1,1","6,7","953,5","949,7"
807,"21,8","0,0","14,5","29,0",18,"2,2","9,4",,
90,"17,9","0,0","16,7","19,1",08,"7,5","18,6","1018,7","1012,0"
56,"22,8","0,0","17,1","28,5",13,"2,8","8,3","1019,2","1014,6"
620,"23,6","0,0","15,6","31,5",28,"1,9","5,6","953,4","951,2"
4,"22,2","0,0","17,0","27,5",,,,,
258,"24,4","0,0","20,0","28,7",33,"3,1","11,4","996,7","991,3"
4,"21,7","0,1","18,9","24,5",03,"3,3","7,8","1029,3","1022,2"
40,"22,6","0,0","16,7","28,6",04,"2,2","7,5","1022,4","1018,8"
3,"27,0","0,0","21,5","32,5",30,"2,2","5,6","1022,3","1019,8"
551,"24,8","0,0","15,5","34,0",04,"1,1","5,3","960,8","957,9"
1020,"15,9","0,0","8,4","23,4",34,"1,1","7,5","912,2","907,6"
820,"17,6","0,0","12,8","22,3",02,"2,8","11,7",,
64,"31,6","0,0","23,7","39,4",05,"7,5","14,4","1009,1","1006,4"
630,"24,2","0,0","15,3","33,0",30,"0,6","6,1",,
23,,"0,0",,,,,,,
846,"19,0","0,0","10,9","27,0",07,"2,5","12,8","930,0","926,5"
513,"17,8","0,1","11,2","24,3",36,"2,5","10,8","970,4","964,4"
90,"20,2","2,1","17,7","22,7",32,"1,9","7,2",,
580,"25,2","0,0","15,0","35,4",,,,,
869,"21,9","0,0","15,4","28,4",07,"1,7","7,5","927,1","924,3"
41,"24,3","0,0","19,0","29,6",04,"1,7","4,4","1018,6","1015,8"
490,"20,4","0,0","11,7","29,2",14,"0,0","4,7",,
702,"23,0","0,0","12,4","33,6",10,"1,9","6,1","945,7","942,2"
912,"17,6","0,0","10,3","24,9",99,"2,2","6,1","923,0","918,6"
572,"18,6","0,0","13,2","23,9",33,"1,9","8,1",,
15,"31,2","0,0","25,0","37,3",08,"3,9","11,4","1018,2","1014,4"
11,"23,4","0,0","19,4","27,4",11,"0,8","6,1",,
750,"25,0","0,0","18,1","32,0",32,"1,7","6,7","938,9","936,7"
850,"16,0","0,0","6,2","25,7",10,"1,7","7,8","930,5","926,1"
830,"16,6","0,0","8,8","24,4",,,,"933,8","928,9"
1062,"17,2","0,0","5,6","28,9",11,"1,1","6,4","907,8","904,5"
57,"19,2","0,0","17,8","20,7",01,"4,4","10,6","1021,4","1016,3"
157,"22,7","0,0","16,7","28,7",11,"1,1","6,1",,
616,"15,8","0,2","7,9","23,6",02,"1,4","6,7",,
269,"23,4","0,0","12,9","34,0",05,"1,1","5,3","992,0","989,3"
100,"19,6","0,0","15,6","23,6",11,"2,2","9,4",,
626,"19,3","0,0","14,2","24,4",31,"3,6","10,3",,
3,"24,9","0,0","21,1","28,7",22,"1,1","6,9","1025,1","1021,6"
513,"18,2",Ip,"12,0","24,3",36,"2,5","10,8","969,7","963,1"
2,"25,9","0,0","21,4","30,4",11,"1,9","7,8","1022,1","1019,6"
690,"23,0","0,0","15,4","30,6",99,"1,4","4,7","945,9","943,6"
575,"21,2","0,0","11,4","31,0",17,"1,4","5,8",,
28,"21,8","3,2","17,2","26,5",,,,,
240,"18,6","0,0","15,4","21,7",02,"1,1","7,2",,
1005,"17,8","0,0","6,7","29,0",17,"0,6","5,3",,
1004,"22,4","0,0","17,9","27,0",20,"1,4","10,8","912,2","910,6"
8,"23,3","0,0","17,1","29,5",23,"3,1","8,3","1025,2","1021,7"
90,"26,1","0,0","15,6","36,6",99,"2,2","5,0","1012,6","1008,7"
677,"20,4",,"11,0","29,9",22,"0,8","6,4",,
255,"20,1","0,0","15,6","24,6",34,"3,6","8,9","995,8","993,5"
87,"26,8","0,0","17,4","36,1",24,"0,6","5,3","1012,3","1009,6"
75,"25,4","0,0","18,5","32,2",17,"1,4","7,2","1017,0","1013,4"
381,"26,1","0,0","16,5","35,7",29,"3,1","7,8","979,8","977,4"
408,,"0,0",,,13,"1,4","8,9","975,8","973,5"
55,,"0,0",,,30,"4,2","10,0",,
3,,"0,0",,,01,"0,6","3,9","1024,2","1021,2"
313,"24,2","0,0","15,6","32,7",27,"1,7","6,1","987,3","984,8"
21,"25,5","0,0","17,5","33,5",25,"2,5","8,3","1019,6","1017,8"
91,"21,5","0,0","15,5","27,5",10,"2,8","9,7","1015,7","1012,5"
4,"22,8","0,0","19,4","26,3",99,"3,6","7,2","1026,0","1021,5"
250,"19,0","0,3","17,0","21,0",34,"2,8","8,9","999,4","992,8"
26,"23,2","0,0","19,1","27,4",13,"1,4","5,8","1021,9","1018,2"
1161,"15,8","0,0","9,8","21,8",23,"1,1","6,7",,
62,"24,5","0,0","19,7","29,3",16,"0,8","5,3","1010,5","1008,4"
763,,"0,0",,,18,"0,8","4,7",,
6,,"0,0",,,06,"5,0","13,3",,
1798,"18,1","0,0","13,6","22,6",32,"1,7","11,9","832,4","829,9"
902,"22,6","0,0","13,3","31,9",08,"1,7","7,2","924,5","920,5"
312,"23,2","0,0","15,0","31,4",35,"0,6","6,4",,
3,"19,4","4,5","17,5","21,2",24,"2,2","12,2","1030,5","1022,8"
700,"23,8","0,0","14,8","32,9",06,"1,7","5,3","944,0","941,8"
100,"19,1","0,9","17,8","20,4",08,"3,1","15,3",,
1008,"21,3","0,0","14,0","28,6",29,"1,7","6,1","911,9","909,4"
540,"22,3","0,0","12,5","32,1",09,"0,6","5,3",,
775,"21,2","0,0","12,6","29,7",31,"0,8","5,6","936,3","933,9"
32,"25,6","0,0","23,8","27,3",34,"5,8","15,0","1015,5","1012,6"
24,"28,7","0,0","24,9","32,5",99,"7,8","12,5","1013,7","1010,6"
891,"16,2","0,0","9,0","23,5",04,"6,4","11,9","926,7","921,8"
408,"22,8","0,0","18,3","27,2",,,,,
728,"22,0","0,0","12,2","31,7",,,,"942,3","939,6"
334,"17,2","3,6","15,9","18,6",,,,,
202,"24,1","0,0","12,1","36,1",28,"0,8","4,7","1000,1","996,6"
1532,"19,0","0,0","15,0","23,1",99,"1,4","5,6","858,9","856,3"
913,"22,2","0,0","14,9","29,6",12,"1,4","5,3","921,9","919,2"
1030,"18,6","0,0","9,3","27,9",13,"1,4","4,4","912,4","909,9"
550,"23,6","0,0","13,6","33,6",99,"1,1","3,9","960,6","958,2"
884,"19,8","0,0","11,1","28,4",33,"2,2","7,2","927,0","923,4"
674,"23,5","0,0","14,0","33,0",14,"0,6","3,9","949,6","946,5"
370,"16,8","0,0","13,7","19,9",99,"3,3","8,9","984,9","981,2"
880,"24,3","0,0","15,1","33,5",14,"1,1","7,2","925,9","922,8"
655,"27,0","0,0","19,8","34,1",35,"0,8","5,8","949,8","947,3"
790,"18,8","0,0","9,5","28,0",35,"1,1","5,8","936,0","933,0"
415,"25,6","0,0","17,6","33,5",99,"1,1","4,2",,
6,"23,6","0,0","20,2","26,9",99,"2,8","5,8",,
758,"21,5","0,0","12,1","30,9",16,"2,5","8,9","940,6","936,6"
1030,"20,6","0,0","16,8","24,3",16,"4,2","7,5",,
664,,"0,0",,,06,"0,6","5,3",,
230,"17,4","0,0","14,8","20,1",04,"7,2","16,7","1000,1","996,4"
27,"25,0","0,0","13,8","36,3",21,"1,9","7,2","1019,4","1016,8"
656,"20,4","0,0","12,7","28,2",06,"0,8","6,1","950,7","947,2"
917,"25,6","0,0","20,2","30,9",27,"0,0","3,9",,
1960,"16,9","0,0","14,1","19,7",25,"6,1","16,4","815,7","813,2"
93,"19,8","3,8","18,2","21,4",28,"5,0","10,8",,
57,"25,5","0,0","22,7","28,3",03,"2,8","8,9",,
300,"22,0","0,0","15,1","28,9",,,,"990,8","987,0"
734,"20,6","0,0","13,2","27,9",04,"0,6","8,3","942,1","938,5"
6,"23,0","0,0","18,7","27,3",02,"3,1","7,8","1023,5","1019,9"
790,"18,4","0,0","7,2","29,5",99,"2,5","6,7","934,8","932,3"
1081,"19,4","0,0","10,1","28,6",03,"1,9","8,9","905,4","901,5"
81,"22,3","0,0","16,4","28,2",13,"1,7","5,3","1016,2","1012,5"
4,"22,6","0,0","17,8","27,3",99,"2,8","6,7","1025,3","1021,7"
26,,,,,,"1,9",,,
119,"20,2","1,7","16,5","23,8",,,,"1016,0","1009,3"
50,"17,5","0,0","16,6","18,4",04,"11,4","17,8",,
265,"23,4","0,0","15,0","31,9",14,"3,1","8,3",,
295,"21,8","0,0","16,7","27,0",30,"4,7","13,9","992,1","986,1"
1130,"20,6","0,0","11,2","29,9",21,"1,7","8,1","899,0","896,4"
626,"23,3","0,0","14,0","32,6",34,"0,6","4,7","952,4","950,3"
1699,"16,8","0,0","10,5","23,2",11,"2,2","13,9","842,4","839,1"
609,"21,8","0,0","12,5","31,1",99,"1,4","4,7","957,7","955,2"
11,"23,4","0,0","19,4","27,4",,,,,
760,"25,4","0,0","16,4","34,3",10,"2,5","6,7",,
15,"29,2","0,0","24,8","33,7",,,,"1015,9","1012,7"
442,"15,5","0,6","13,3","17,7",08,"1,9","10,0","976,3","972,0"
43,"22,8","0,0","17,7","27,9",11,"2,5","7,2","1022,0","1018,4"
949,"22,3","0,0","12,2","32,4",30,"0,8","5,3","918,5","915,8"
532,"19,9","0,0","12,3","27,5",27,"1,4","5,3","963,2","960,1"
34,"26,2","0,0","17,1","35,3",20,"0,8","6,1","1019,1","1016,0"
2369,"16,1","0,0","13,3","18,9",13,"8,6","15,8","776,9","775,1"
692,,"0,0",,,16,"0,3","6,7","939,0","938,8"
1530,"11,0","0,0","8,3","13,6",32,"2,8","6,1","859,6","856,0"
394,"25,5","0,0","17,4","33,6",25,"1,7","6,1","978,3","975,8"
113,"20,4","0,0","15,8","24,9",33,"1,9","9,2","1012,3","1009,7"
667,"23,0",,"17,1","29,0",04,"1,4","7,5","948,3","945,7"
1510,"10,5",,"7,6","13,4",26,"2,8","7,5",,
185,"26,4","0,0","18,2","34,5",34,"1,1","6,1","1000,8","998,2"
6,"22,5","0,0","17,2","27,8",13,"3,9","7,2","1023,8","1021,2"
567,"23,2","0,0","11,7","34,6",30,"2,2","8,3","959,0","955,6"
87,"23,5","0,0","22,1","24,9",99,"2,8","5,8","1013,8","1011,3"
450,"19,9","0,0","16,2","23,6",,,,,
208,"18,2","0,3","14,8","21,5",,,,"1005,3","998,5"
769,"19,6",,"11,2","28,0",04,"1,1","6,7","937,3","934,9"
115,"27,0","0,0","22,1","31,9",07,"3,6","7,2","1005,3","1003,6"
410,"24,4","0,0","17,7","31,0",17,"5,6","13,3","977,6","974,7"
808,"24,4","0,0","16,6","32,1",13,"3,1","10,8","933,6","931,0"
582,"21,6","0,0","12,5","30,6",03,"1,7","8,6","960,2","954,9"
17,"23,7","0,0","20,4","27,0",04,"2,2","6,9","1024,5","1022,4"
88,"23,8","0,0","18,4","29,3",05,"1,7","6,1","1017,1","1013,0"
715,"19,8","0,0","12,6","27,1",03,"1,1","6,4","944,7","941,6"
874,"19,7","0,0","11,6","27,8",07,"3,9","9,7",,
43,"25,0","0,0","21,1","29,0",19,"1,9","6,4","1021,9","1019,0"
25,"24,5","0,0","22,4","26,6",02,"5,3","8,9","1016,9","1014,0"
1893,"17,4","0,0","13,4","21,4",21,"4,2","8,9","824,1","822,3"
870,"17,0","0,0","8,7","25,4",19,"1,9","7,8","929,2","924,7"
1220,"18,3","0,0","14,6","22,0",,,,,
334,"21,0","0,0","13,3","28,7",06,"1,7","5,8",,
273,"27,0","0,0","18,7","35,4",29,"0,3","4,2","992,5","989,6"
98,"19,4","0,1","12,6","26,3",99,"1,7","7,8","1014,0","1010,5"
127,"18,4","0,0","15,5","21,3",09,"3,1","8,3","1012,4","1008,7"
71,"23,8","0,0","19,3","28,3",99,"3,1","9,7","1018,0","1015,2"
632,"29,0","0,0","24,7","33,4",99,"4,2","8,9","950,9","948,8"
249,"23,4","0,0","17,6","29,3",28,"1,7","8,9","997,6","992,5"
36,"26,8","0,0","23,9","29,7",06,"1,7","6,4","1015,0","1013,1"
3,"23,0","0,0","18,3","27,8",13,"2,5","9,2","1025,9","1023,6"
15,"23,9","0,0","19,9","27,9",99,"1,9","6,4","1025,7","1023,1"
28,"26,3","0,0","21,8","30,8",10,"5,6","14,7","1020,5","1017,3"
1140,"17,7","0,0","9,2","26,2",19,"1,9","10,0","899,3","895,8"
513,"24,2","0,0","15,9","32,4",09,"2,5","10,0","966,5","963,3"
580,"20,7","0,0","13,1","28,3",04,"1,1","6,7","962,0","956,7"
143,"23,0","0,0","17,6","28,4",99,"3,1","8,9","1010,6","1007,2"
607,"21,0","0,0","12,9","29,1",13,"1,7","6,1","956,4","952,8"
32,"23,4","0,0","21,2","25,5",10,"11,7","20,3",,
50,"25,5","0,0","20,5","30,5",14,"2,5","8,9","1021,3","1017,8"
40,"19,0","0,1","13,9","24,0",07,"1,7","5,3",,
1131,"18,2","0,0","13,1","23,3",13,"2,5","8,6","901,3","898,9"
8,,"0,0",,,99,"1,9","4,4","1026,0","1023,1"
770,"26,0","0,0","19,8","32,1",,,,"938,5","935,6"
